GROUPE,SOUSGROUPE,ALIMENT,CALORIES,PROTEINES,GLUCIDES,LIPIDES,FRUCTOSE,SUCRES,GALACTOSE,GLUCOSE,LACTOSE,MALTOSE,SACCHAROSE,AMIDON
poissons crus,"viandes, œufs, poissons et assimilés","Perche du Nil, crue",82.4,19.1,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Bigorneau, cuit",0.0,16.3,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Coquille Saint-Jacques, noix et corail, cuite",110.0,20.2,3.22,1.77,0.2,0.3,0.0,0.3,0.2,0.2,0.2,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crevette grise, cuite",89.9,18.3,1.47,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crevette, cuite",93.8,19.0,1.87,1.16,0.08,0.25,0.0,0.08,0.025,0.08,0.08,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Homard, bouilli/cuit à l'eau",90.9,19.6,0.11,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Moule, bouillie/cuite à l'eau",108.0,17.2,5.12,2.09,0.15,0.0,0.0,0.15,0.0,0.19,0.15,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Bulot ou Buccin, cuit",97.7,20.7,2.69,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Langouste, bouillie/cuite à l'eau",106.0,21.8,1.3,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crabe ou Tourteau, bouilli/cuit à l'eau",124.0,19.5,1.79,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Clam, Praire ou Palourde, bouilli/cuit à l'eau",99.2,16.2,5.33,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Écrevisse, cuite",73.5,16.3,0.56,0.7,0.2,0.25,0.0,0.2,0.1,0.2,0.2,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crevette rose bouquet, cuite",0.0,22.8,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Calmar ou calamar ou encornet, bouilli/cuit à l'eau",149.0,32.5,1.64,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Langoustine, bouillie/cuite à l'eau",0.0,20.9,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Araignée de mer, cuite",0.0,18.3,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crevette pattes blanches, cuite",0.0,22.6,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crevette géante tigrée, cuite",0.0,23.4,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Crevette royale rose, cuite",0.0,26.6,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Poulpe, cuit",156.0,29.8,4.4,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Fruits de mer, cuits, surgelés",79.5,13.5,2.83,1.57,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse",173.0,17.9,8.45,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Escargot, sans matière grasse ajoutée, cuit",80.0,16.6,0.23,1.4,0.2,0.3,0.0,0.2,0.2,0.2,0.3,0.0
mollusques et crustacés cuits,"viandes, œufs, poissons et assimilés","Grenouille, cuisse, grillée/poêlée",0.0,21.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Calmar ou calamar ou encornet, cru",77.0,14.4,2.17,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Coquille Saint-Jacques, noix et corail, crue",83.0,17.0,0.78,1.31,0.15,0.5,0.0,0.23,0.0,0.28,0.15,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Escargot, cru",77.9,16.1,1.29,0.92,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Homard, cru",85.5,17.9,0.94,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Huître, sans précision, crue",67.2,8.64,3.86,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Moule commune, crue",71.8,11.2,2.69,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Langouste, crue",86.9,17.7,1.07,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Seiche, crue",76.3,16.2,0.51,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Clam, Praire ou Palourde, cru",80.5,11.5,2.66,2.65,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Poulpe, cru",60.1,12.9,0.97,0.5,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Bulot ou Buccin, cru",131.0,23.8,7.61,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Crevette, crue",99.0,19.7,3.21,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Langoustine, crue",89.8,19.1,1.53,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Moule de Méditerranée, crue",68.7,10.7,2.77,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Écrevisse, crue",68.3,14.8,0.81,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Huître creuse, crue",67.2,8.64,3.86,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Huître plate, crue",53.5,10.2,1.16,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Crevette, surgelée, crue",105.0,23.4,0.74,0.9,0.3,0.0,0.0,0.41,0.0,0.3,0.3,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Crabe, cru",104.0,19.5,0.027,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Ormeau, cru",99.6,14.4,8.69,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Coquille Saint-Jacques, noix, crue",83.6,17.9,1.15,0.84,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Pecten d'Amérique ou Peigne du canada, noix, crue",81.3,17.3,1.78,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Pétoncle ou Peigne du Pérou, noix, crue",88.7,17.5,3.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Crevette rose, crue",92.3,21.9,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mollusques et crustacés crus,"viandes, œufs, poissons et assimilés","Grenouille, cuisse, crue",70.0,16.2,0.66,0.28,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Rillettes de crabe, préemballées",192.0,12.2,3.5,13.6,0.3,1.6,0.0,0.9,0.0,0.3,0.3,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Rillettes de poisson, préemballées",243.0,13.9,0.3,20.7,0.2,0.3,0.0,0.2,0.3,0.2,0.2,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Rillettes de saumon, préemballées",237.0,15.1,2.0,18.4,0.3,0.9,0.0,0.35,0.0,0.25,0.25,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Rillettes de thon, préemballées",199.0,16.4,1.65,13.8,0.3,1.2,0.0,0.45,0.0,0.25,0.28,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Rillettes de maquereau, préemballées",246.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Terrine de poisson, préemballée",171.0,11.0,5.5,11.4,0.067,0.2,0.0,0.067,0.1,0.1,0.1,4.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Terrine de fruits de mer, avec ou sans poisson, préemballée",188.0,8.4,6.5,14.0,0.1,1.2,0.0,0.1,0.0,0.1,0.1,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Tarama, préemballé",534.0,6.75,3.19,54.8,0.3,0.75,0.0,0.29,0.0,0.19,0.24,2.44
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Calmar ou Calamar ou encornet, à la romaine (beignet)",252.0,8.69,21.2,14.4,0.3,2.58,0.0,0.3,0.0,0.87,0.21,18.6
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Crabe, miettes et ou pattes décortiquées, appertisé, égoutté",111.0,14.8,8.72,1.8,0.3,0.6,0.0,0.3,0.0,0.3,0.6,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Langoustine, panée, frite",282.0,10.9,29.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés",Beignet de crevette,222.0,6.5,26.0,10.0,2.15,11.0,0.0,2.35,0.1,0.2,0.55,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Moule, appertisée, égouttée",102.0,14.6,5.93,2.2,0.3,0.5,0.0,0.3,0.0,0.3,0.5,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Escargot en sauce au beurre persillé, préemballé, cuit",277.0,12.9,2.26,23.7,0.3,1.02,0.0,0.3,0.0,0.3,0.33,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée",145.0,12.5,5.0,7.9,1.0,3.7,0.0,1.5,0.0,0.5,0.7,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés",Accra de poisson,275.0,12.4,15.1,17.6,0.3,2.55,0.0,0.2,0.2,1.1,0.4,12.6
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés",Carpaccio de saumon avec marinade,194.0,19.8,0.22,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Maquereau, filet grillé, appertisé, nature, égoutté",246.0,19.7,0.55,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Anchois, filets roulés aux câpres, semi-conserve, égoutté",198.0,24.8,1.48,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Anchois, filets à l'huile, semi-conserve, égoutté",182.0,26.4,0.2,8.45,0.3,0.0,0.0,0.3,0.3,0.3,0.3,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Carrelet ou plie, pané, frit",242.0,13.4,8.86,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Oeufs de lompe, semi-conserve",111.0,10.4,1.0,7.27,0.15,0.0,0.0,0.15,0.0,0.15,0.15,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Caviar, semi-conserve",254.0,25.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés",Hareng mariné ou rollmops,211.0,13.7,8.0,13.8,0.2,1.9,0.0,0.2,0.2,0.2,0.9,1.1
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Limande-sole, panée, frite",206.0,16.7,11.9,10.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Pilchard, sauce tomate, appertisé, égoutté",167.0,13.0,3.99,11.0,0.5,1.0,0.0,0.4,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Poisson, croquette ou beignet ou nuggets, frit",255.0,13.2,18.4,13.7,0.0,1.6,0.0,0.0,0.0,0.0,0.0,15.2
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Poisson pané, surgelé, cru",162.0,11.0,16.1,5.73,0.3,2.2,0.0,0.3,0.0,1.22,0.3,13.9
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Poisson pané, frit",193.0,11.9,13.4,10.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,12.1
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Sardine, à l'huile, appertisée, égouttée",207.0,24.4,0.49,12.0,0.15,0.0,0.0,0.15,0.0,0.15,0.15,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Sardine, sauce tomate, appertisée, égouttée",193.0,20.2,1.38,11.6,0.47,0.7,0.0,0.23,0.0,0.2,0.25,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon, au naturel, appertisé, égoutté",111.0,26.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Sardine, à l'huile d'olive, appertisée, égouttée",202.0,24.3,1.06,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Surimi, bâtonnets, tranche ou râpé saveur crabe",125.0,8.31,11.8,4.92,0.3,2.1,0.0,0.39,0.0,0.3,1.71,9.7
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Oeufs de cabillaud, fumés, semi-conserve",146.0,26.9,0.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon germon ou thon blanc, cuit à la vapeur sous pression",165.0,30.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Maquereau, filet sauce tomate, appertisé, égoutté",227.0,17.7,1.94,16.3,0.45,0.94,0.0,0.35,0.2,0.2,0.15,1.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Maquereau, filet sauce moutarde, appertisé, égoutté",217.0,20.8,1.09,14.2,0.28,0.8,0.0,0.15,0.0,0.28,0.36,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Maquereau, filet au vin blanc, appertisé, égoutté",207.0,17.8,2.25,14.1,0.3,0.5,0.0,0.3,0.0,0.3,0.3,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Saumon, appertisé, égoutté",180.0,20.5,1.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Maquereau, au naturel, appertisé, égoutté",189.0,21.6,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Merlan, pané",190.0,12.6,13.0,9.57,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Foie de morue, appertisé, égoutté",433.0,7.25,1.1,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Oeufs de truite, semi-conserve",0.0,26.3,0.0,9.5,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Anchois au sel (anchoité, semi-conserve)",128.0,25.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté",192.0,31.3,1.01,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon à l'huile de tournesol, entier, appertisé, égoutté",206.0,23.3,0.76,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon albacore ou thon jaune, au naturel, appertisé, égoutté",128.0,26.6,0.58,1.98,0.3,0.094,0.0,0.23,0.0,0.23,0.26,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Maquereau, mariné",185.0,16.3,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Anchois commun, mariné, préemballé",136.0,23.9,2.7,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés",213.0,21.5,0.62,13.9,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Surimi, fourré au fromage",149.0,6.6,9.24,9.3,0.2,2.8,0.0,0.2,0.3,0.2,2.4,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon à la tomate, miettes, appertisées, égouttées",130.0,14.6,4.33,5.93,1.2,3.33,0.0,1.0,0.0,0.3,0.8,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",142.0,10.8,5.05,8.6,0.0,2.93,0.0,1.1,0.0,0.2,0.35,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Thon à l'huile de tournesol, miettes, appertisées, égouttées",227.0,23.4,0.0,14.8,0.0,0.25,0.0,0.2,0.0,0.2,0.25,0.0
produits à base de poissons et produits de la mer,"viandes, œufs, poissons et assimilés","Oeufs de saumon, semi-conserve",224.0,30.8,1.5,10.5,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, blanc (blanc d'oeuf), cuit",47.3,10.3,1.12,0.17,0.07,0.7,0.07,0.34,0.07,0.07,0.07,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, jaune (jaune d'oeuf), cuit",340.0,16.0,1.31,30.1,0.07,0.55,0.07,0.18,0.07,0.07,0.07,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, dur",134.0,13.5,0.52,8.62,0.075,0.52,0.075,0.14,0.075,0.075,0.075,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, poché",138.0,12.5,0.71,9.47,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, à la coque",142.0,12.2,1.08,9.82,0.11,0.77,0.11,0.21,0.11,0.11,0.11,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, au plat, frit, salé",204.0,14.3,0.74,16.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, brouillé, avec matière grasse",145.0,9.99,1.62,11.0,0.0,1.43,0.0,0.28,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, au plat, sans matière grasse",147.0,13.8,1.01,9.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, cru",140.0,12.7,0.27,9.83,0.15,0.27,0.0,0.27,0.0,0.15,0.15,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, blanc (blanc d'oeuf), cru",48.1,10.8,0.85,0.19,0.07,0.71,0.07,0.34,0.07,0.07,0.07,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, jaune (jaune d'oeuf), cru",307.0,15.5,1.09,26.7,0.07,0.56,0.07,0.18,0.07,0.07,0.07,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf de caille, cru",154.0,13.1,0.41,11.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf de cane, cru",181.0,13.0,1.31,13.8,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf d'oie, cru",180.0,13.8,1.4,13.3,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf de dinde, cru",166.0,13.7,1.13,11.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, jaune (jaune d'oeuf), en poudre",660.0,34.1,2.77,57.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, blanc (blanc d'oeuf), en poudre",356.0,81.2,7.73,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Oeuf, en poudre",582.0,47.9,3.11,42.0,0.0,0.3,0.0,0.27,0.0,0.0,0.03,0.0
œufs,"viandes, œufs, poissons et assimilés",Omelette au fromage,255.0,17.7,2.56,19.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés",Omelette aux lardons,267.0,12.5,1.46,23.5,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés",Omelette aux champignons,125.0,8.09,2.28,9.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés",Omelette aux fines herbes,147.0,9.5,1.98,11.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
œufs,"viandes, œufs, poissons et assimilés","Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée",165.0,5.56,11.7,9.9,0.29,1.22,0.1,0.38,0.1,0.1,0.55,10.5
substitus de produits carnés,"viandes, œufs, poissons et assimilés","Protéine de soja texturée, réhydratée",150.0,20.4,7.03,2.9,0.1,3.65,0.1,0.78,0.1,0.1,2.87,0.35
substitus de produits carnés,"viandes, œufs, poissons et assimilés","Tofu nature, préemballé",148.0,14.7,2.87,8.5,0.1,0.57,0.1,0.18,0.1,0.1,0.39,0.35
substitus de produits carnés,"viandes, œufs, poissons et assimilés","Tofu fumé, préemballé",164.0,16.4,2.91,9.5,0.1,0.85,0.1,0.1,0.1,0.3,0.55,0.35
substitus de produits carnés,"viandes, œufs, poissons et assimilés","Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",157.0,21.3,6.76,3.7,0.1,2.57,0.1,0.1,0.1,0.35,2.22,0.5
substitus de produits carnés,"viandes, œufs, poissons et assimilés","Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé",185.0,19.3,8.19,7.0,0.48,2.07,0.1,0.36,0.1,1.04,0.19,3.1
substitus de produits carnés,"viandes, œufs, poissons et assimilés","Seitan, préemballé",134.0,20.6,6.74,2.5,0.12,0.81,0.1,0.17,0.1,0.52,0.1,5.93
laits,produits laitiers et assimilés,"Lait entier, UHT",65.1,3.25,4.85,3.63,0.3,4.2,0.0,0.3,4.2,0.3,0.3,0.0
laits,produits laitiers et assimilés,"Lait entier, pasteurisé",56.5,3.23,3.47,3.3,0.2,0.0,0.0,0.2,3.2,0.2,0.2,0.2
laits,produits laitiers et assimilés,"Lait demi-écrémé, UHT, enrichi en vitamine D seulement",46.6,3.31,4.8,1.52,0.2,4.5,0.2,0.2,4.5,0.2,0.2,0.0
laits,produits laitiers et assimilés,"Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines",44.1,3.31,4.79,1.25,0.2,4.5,0.3,0.2,4.0,0.2,0.2,0.0
laits,produits laitiers et assimilés,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",47.3,3.32,4.82,1.59,0.059,4.62,0.054,0.059,4.62,0.059,0.059,0.0
laits,produits laitiers et assimilés,"Lait demi-écrémé, UHT",47.0,3.31,4.83,1.55,0.1,4.66,0.1,0.1,4.66,0.1,0.1,0.0
laits,produits laitiers et assimilés,"Lait demi-écrémé, pasteurisé",46.4,3.13,4.9,1.54,0.1,4.81,0.1,0.1,4.81,0.1,0.1,0.0
laits,produits laitiers et assimilés,"Lait écrémé, UHT",33.4,3.44,4.64,0.06,0.1,4.64,0.1,0.1,4.64,0.1,0.1,0.0
laits,produits laitiers et assimilés,"Lait écrémé, pasteurisé",34.5,3.21,4.99,0.19,0.0,4.93,0.0,0.0,4.93,0.0,0.0,0.0
